index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Deathbit	100	1		5		37	34	9tk	battle dart			5	5000								deadly		40	40	dmg%		130	180	att		200	450	lifesteal		7	9	manasteal		4	6																													0
Ravenstar	100	1		2		55	52	9bk	war dart			5	5000	lblu	lblu						dmg%		220	270									slow		25	25	manasteal		8	8	cast3		30	30	allskills		1	1	mana		30	50																	0
Pain Harvester	100	1		5		47	45	9bk	War Dart			5	5000	lpur	lpur						dmg%		160	200					att%		50	50	dex		20	20	str		20	20	bar		2	2	nofreeze		1	1																					0
Shard of the North Star	100	1		1		67	64	7tk	Flying Knife			5	5000	lgld	lgld						dmg%		200	300					res-all		25	40	lifesteal		5	10	dmg-elem	300	50	100	freeze		3	3	hit-skill	56	15	16																					0
Torso Armors																																																																					0
Ashenwrath	100	1		2		8	5	qui	quilted armor			5	5000	dgry	dgry						ac		20	30	nec		1	1	fireskill		1	1	res-fire		35	35	sock		1	2																													0
JuJu Flame	100	1		2		12	7	lea	leather armor			5	5000	cred	cred						ac		30	40	sor		1	1	kill-skill	teeth	25	4	charged	36	200	17																																	0
Stinkshroud	100	1		2		14	9	hla	hard leather			5	5000	lgrn	lgrn						ac		50	65	gethit-skill	72	5	9	ass		1	1	skill-rand	2	252	257	res-pois		35	35																													0
Gemini Coat	100	1		2		17	11	stu	studded leather			5	5000	whit	whit						ac%		80	100	ac		25	40	ama		1	1	aura	might	1	1	dur%		25	25	dmg-throw		5	10																									0
Steelflesh	100	1		2		18	13	rng	ring mail			5	5000	whit	whit						ac%		125	200	bar		1	1	dmg%		20	25	red-dmg%		10	15	oskill	sacrifice	3	5																													0
Mandrake's Bloom	100	1		2		19	15	scl	scale mail			5	5000	lyel	lyel						ac%		125	170	pal		1	1	gethit-skill	68	5	8	block		10	15	dmg-fire		10	20																													0
Xanadu Dreams	100	1		2		20	17	chn	chain mail			5	5000	lpur	lpur						ac%		100	200	dru		1	1	dur%		100	100	hit-skill	71	5	2	res-all		15	25	lifesteal		3	3																									0
Shattering Blow	100	1		2		22	19	brs	breast plate			5	5000								ac%		120	150	crush/lvl	8			deadly/lvl	8			dmg-norm		5	10	swing1		15	15																													0
Russetfire	100	1		2		24	21	spl	splint mail			5	5000	lred	lred						ac		100	150	mag%		35	50	res-fire		40	50	abs-fire%		20	20	aura	holy fire	3	5	sock		1	2																									0
Celestial Revelation	100	1		2		25	22	plt	plate mail			5	5000								extra-fire		15	20	extra-cold		15	20	extra-pois		15	20	extra-ltng		15	20	cast1		20	20	ac%		125	150																									0
Ion Storm	100	1		2		27	23	fld	field plate			5	5000	cgrn	cgrn						dmg-elem	200	1	65	ac		150	190	addxp		4	7	sock		3	4																																	0
Golem's Gain	100	1		2		29	25	gth	gothic plate			5	5000								ac%		120	200	str		25	25	oskill	golem mastery	8	8	oskill	bloodgolem	2	5	charged	75	5	30	res-all		25	25																									0
Halcyon Shroud	100	1		2		31	26	ful	full plate mail			5	5000								allskills		1	1	res-fire		25	40	res-cold		25	40	res-ltng		25	40	red-dmg		10	20	regen		8	12	ac%		100	200																					0
Killing Blow	100	1		2		33	27	aar	ancient armor			5	5000	oran	oran						ac%		150	200	dmg-max		25	25	noheal		1	1	bloody		1	1	deadly		33	33	oskill	attract	2	4	knock		1	1																					0
Madness of Chthulu	100	1		2		35	28	ltp	light plate			5	5000								ac		200	250	ease		25	25	all-stats		20	20	rip		1	1	ignore-ac		1	1	death-skill	poison nova	100	15																									0
Gillian's Brazier	100	1		2		36	32	xui	ghost armor			5	5000	oran	oran						ac%		90	125	ama		1	2	ass		1	2	sor		1	2	dex		35	35	str		25	25	cast2		25	25																					0
Scavanger's Carapace	100	1		2		38	34	xea	serpentskin armor			5	5000				invlea				ac%		95	130	rep-dur	20			red-dmg%		10	20	res-cold		35	50	res-cold-max		10	10	ac/lvl	10			dmg-und/lvl	24																							0
The Defiler's Flesh	100	1		2		41	36	xla	demonhide armor			5	5000	cgrn	cgrn		invhla				ac%		100	150	heal-kill		5	8	mag%		40	40	balance2		25	25	lifesteal		4	6	hp		40	40	skill	83	1	3	skill	89	1	3																	0
Cold Comfort	100	1		2		46	38	xtu	trellised armor			5	5000	dblu	dblu		invstu				ac%		110	150	ac		200	250	gethit-skill	60	15	8	res-cold		50	50	pierce-cold		15	15	abs-cold%		10	10	extra-cold		5	10	nofreeze		1	1																	0
Adamantine Mail	100	1		2		47	41	xng	linked mail			5	5000	whit	whit		invrng				ac/lvl	48			ac		150	200	red-dmg%		25	35	sock		3	3	allskills		1	1																													0
Panic of Thousands	100	1		2		48	43	xcl	tigulated mail			5	5000	cblu	cblu		invscl				ac%		125	150	gethit-skill	77	33	3	oskill	enchant	4	4	res-fire		35	50	res-ltng		35	50	dex/lvl	4			dur		100	100																					0
Disparate Paths	100	1		2		49	45	xhn	mesh armor			5	5000				invchn				ac%		125	150	dru		1	1	skill-rand	3	221	250	skill-rand	3	221	250	skill-rand	3	221	250	swing1		10	10	res-all		20	30																					0
Mother's Milk	100	1		2		52	48	xrs	cuirass			5	5000	whit	whit		invbrs				ac%		125	150	ama		1	1	swing2		25	25	skill-rand	5	6	35	ease		-25	-25	balance2		20	20	aura	113	1	6																					0
Scars of the Forefathers	100	1		2		56	50	xpl	russet armor			5	5000	dgrn	dgrn		invspl				ac%		125	150	ac/lvl	20			bar		1	1	red-dmg%		15	30	skill-rand	3	126	155	dmg%		40	60	block2		20	20	att-skill	82	3	12																	0
Succulent Sin	100	1		2		57	52	xlt	templar coat			5	5000				invplt				ac%		140	165	ass		1	1	skill-rand	4	251	280	skill-rand	3	251	280	oskill	zeal	1	1	deadly		15	15	vit/lvl	4																							0
Seaflame	100	1		2		59	55	xld	sharktooth armor			5	5000	oran	oran		invfld				ac%		150	175	res-all		50	60	red-mag		12	15	heal-kill		8	12	regen		10	12	regen-mana		50	50	mag%		60	60	dur		200	200																	0
Nightcrawler	100	1		2		63	60	xth	embossed plate			5	5000	blac	blac		invgth				ac		300	500	oskill	fade	2	4	rip		1	1	sock		4	4	ease		-35	-35																													0
Evening Sky	100	1		2		66	61	xul	chaos armor			5	5000	oran	oran		invful				ac%		175	210	dmg-fire		75	150	res-fire		75	75	move3		30	30	cast2		20	20	mana		50	50	hp		50	50																					0
Iceskin	100	1		2		67	62	xar	ornate armor			5	5000	cblu	cblu		invaar				ac%		180	215	gethit-skill	60	50	8	gethit-skill	64	5	5	res-cold		100	100	extra-cold		15	20	allskills		1	1	block2		25	25																					0
Serendipity	100	1		2		69	63	xtp	mage plate			5	5000	lpur	lpur		invltp				ac%		185	225	ac/lvl	16			allskills		1	1	cast3		30	30	mana		75	75	mag%		30	30	light		1	3	addxp		5	5																	0
Crescent of Secrets	100	1		1		62	57	uea	Wyrmhide			5	5000								ac%		75	100	allskills		1	1	gold%		75	75	all-stats		50	50	mag%		50	50	sock		2	2																									0
Aprhodite's Girdle	100	1		1		67	60	ula	Scarab Husk			5	5000								ac		300	500	ama		2	2	sor		2	2	ass		2	2	move3		30	30	enr		35	35	mana		75	75	cast2		20	20																	0
Feathering Mithril	100	1		1		72	69	ung	Diamond Mail			5	5000	whit	whit						ac%		100	200	ease		-75	-75	red-dmg%		15	20	move3		40	40	rep-dur	30			nofreeze		1	1	hp%		20	20																					0
Golden Lotus	100	1		1		75	70	ucl	Loricated Mail			5	5000	dgld	dgld						ac%		100	150	gold%		300	300	mag%/lvl	12			res-all-max		5	5	att%		20	25	allskills		1	1																									0
Tarrasque Hide	100	1		1		77	72	uhn	Boneweave			5	5000	blac	blac						ac%		200	300	ac		300	500	red-dmg%		30	50	red-mag		35	50	res-fire		50	60	res-ltng		70	80	res-cold		30	50	res-pois		45	80																	0
Gray God's Mantle	100	1		1		79	74	urs	Great Hauberk			5	5000	dgry	sgry						ac%		125	150	allskills		4	4	sock		3	3																																					0
Lunatic Fringe	100	1		1		82	77	ult	Hellforged Plate			5	5000	lgry	lgry						ac%		130	165	block		25	35	block2		25	25	howl		88	88	stupidity		3	3	hp%		15	15																									0
Pride of the Barony	100	1		1		85	79	uth	Lacquered Plate			5	5000	cblu	cblu						ac%		120	150	ac		200	300	swing2		25	25	dmg%		50	50	dmg-norm		15	30	balance2		30	30	addxp		25	25																					0
Legacy of the Eternals	100	1		1		88	85	utp	Archon Plate			5	5000	oran	oran						ac%		75	100	allskills		1	2	cast2		30	30	mana%		25	25	abs-cold%		25	35	abs-fire%		25	35	abs-ltng%		25	35	res-all-max		10	10	block		20	20													0
Helms																																																																					0
Trickster's Guise	100	1		2		7	5	cap	cap			5	5000	dyel	dyel		invcap				ac		15	25	enr		15	15	red-dmg%		8	8	gethit-skill	38	27	3	res-all		6	13	sock		1	1																									0
Devourer of Dreams	100	1		2		16	13	skp	skull cap			5	5000	lgld	lgld						ac		15	25	cast1		15	15	oskill	warmth	1	1	regen		3	5	knock		1	1																													0
Freedom's Facade	100	1		2		19	16	hlm	helm			5	5000	cred	cred		invhlm				ac		18	30	swing1		10	10	move1		10	10	dex		20	20	regen		-1	-1	dmg-to-mana		10	10																									0
Equinox Visor	100	1		2		24	20	fhl	full helm			5	5000	oran	oran		invfhl				ac		20	33	hp		35	35	res-ltng		20	25	skill	224	1	3	oskill	summon spirit wolf	3	3	mana-kill		3	5																									0
Hindsight	100	1		2		26	24	bhm	bone helm			5	5000				invbhm				ac		25	35	cast1		15	15	balance2		20	20	mag%		20	30	oskill	meditation	2	2	pal		1	1	res-mag		5	8	gethit-skill	82	10	3																	0
Morning's Tears	100	1		2		30	28	ghm	great helm			5	5000	dblu	dblu		invghm				ac		32	40	regen		5	5	hp%		10	10	mana%		10	10	allskills		1	1	gold%		50	50	res-pois-max		75	75	res-pois		40	60																	0
Crown of Thorns	100	1		2		33	30	crn	crown			5	5000								ac		37	50	gethit-skill	235	15	5	gethit-skill	40	10	3	mana		20	30	bar		1	1	res-fire		30	30	res-cold		30	30	red-dmg		8	10	aura	103	1	2													0
Treachery's Allure	100	1		2		26	23	msk	mask			5	5000	whit	whit						ac%		80	120	slow		15	15	manasteal		3	5	cheap		15	15	all-stats		10	10	sock		2	2																									0
Hushmaker	100	1		2		35	33	xap	war hat			5	5000				invcap				ac%		80	120	red-dmg		8	12	red-mag		6	8	balance2		20	20	slow		10	15	sock		1	1	oskill	resist lightning	1	1																					0
Neonate's Sallet	100	1		2		38	36	xkp	sallet			5	5000	cblu	cblu		invskp				ac%		80	120	sor		1	2	skill-rand	2	36	65	skill-rand	2	36	65	mana		75	75	cast2		20	20	red-mag%		15	15	dmg-to-mana		15	20																	0
Troubled Thoughts	100	1		2		44	41	xlm	casque			5	5000	dred	dred		invhlm				ac%		80	120	nec		1	2	skill-rand	2	66	95	skill-rand	2	66	95	rep-dur	10			heal-kill		15	20	mana-kill		8	12	str		15	15																	0
Wraithwatch	100	1		2		46	43	xhl	basinet			5	5000	dgry	dgry		invfhl				ac%		80	120	ass		1	2	skill-rand	2	251	280	skill-rand	2	251	280	move2		25	25	swing1		10	10	sock		2	2	ease		-30	-30																	0
Embracing Solitude	100	1		2		52	50	xhm	winged helm			5	5000	oran	oran		invghm				ac%		80	120	dru		1	2	skill-rand	2	221	250	skill-rand	2	221	250	swing1		15	15	lifesteal		6	6	cast1		15	15	res-all		15	25																	0
Reign of Deceit	100	1		2		56	54	xrn	grand crown			5	5000	dgrn	dgrn		invcrn				ac%		80	120	bar		1	2	skill-rand	2	126	155	skill-rand	2	126	155	dmg%		20	25	dmg-norm		5	10	block2		20	20	hp		25	50																	0
Archnemesis	100	1		2		51	46	xsk	death mask			5	5000	lgld	lgld		invmsk				ac%		80	120	ama		1	2	skill-rand	2	6	35	skill-rand	2	6	35	swing1		15	15	move1		15	15	dmg-cold	100	25	50	mag%		20	30																	0
Skull of Fistindantalas	100	1		2		54	48	xh9	grim helm			5	5000	dred	dred		invbhm				ac%		80	120	pal		1	2	skill-rand	2	96	125	skill-rand	2	96	125	rip		1	1	cast1		15	15	mana		50	50	dex		15	15																	0
Slaver's Price	100	1		1		58	55	ukp	Hydraskull			5	5000								ac		80	120	regen		-15	-15	dmg%		50	50	dmg-max		15	15	swing2		20	20	rip		1	1																									0
Darkfear	100	1		2		83	80	ulm	armet			5	5000	blac							ac%		150	200	allskills		1	1	stupidity		2	2	oskill	terror	2	5	hp		75	75		str	15	15	dex		15	15	res-pois		25	25																	0
Judas Kiss	100	1		1		72	66	uhl	Giant Conch			5	5000				invfhl				ac		200	300	heal-kill		15	15	ignore-ac		1	1	res-pois-len		50	50	nofreeze		1	1	move2		20	20	res-all		15	25																					0
Circlets																																																																					0
Muddled Thoughts	100	1		2		25	22	ci0	circlet			5	5000	cred	cred						ac%		100	120	cast2		25	25	enr		15	15	sor		1	1	res-all		15	25	hp		35	50	dmg-to-mana		10	15																					0
Charon's Token	100	1		5		22	18	ci0	Circlet			5	5000								ac		20	30	move1		15	15	block1		15	15	balance1		15	15	cast1		15	15	swing1		15	15	all-stats		15	15	res-all		15	15																	0
Threatspeaker	100	1		2		52	45	ci1	coronet			5	5000	cblu	cblu						ac		50	75	dmg-min		5	10	dmg-max		20	25	swing1		10	10	oskill	war cry	10	10	oskill	conversion	1	6	res-all		15	20																					0
Sorcerer's Cache	100	1		5		44	39	ci1	Coronet			5	5000								ac%		100	135	allskills		1	1	cast2		30	30	mana		50	50	extra-fire		10	15	extra-cold		10	15	extra-ltng		10	15																					0
Mystic Angel	100	1		2		77	70	ci2	tiara			5	5000								ac%		100	140	oskill	valkyrie	1	1	mana%		20	20	res-ltng		20	35	res-fire		25	35	red-dmg%		10	15																									0
Royal Circlet	100	1		2		86	83	ci3	diadam			5	5000	dgld	dgld						ac%		130	175	ac/lvl	10			allskills		1	1	gold%		250	300	str		25	25	dex		15	15	gethit-skill	53	7	4	res-curs-len		50	50																	0
Shields																																																																					0
Traitor's Mark	100	1		2		8	5	buc	buckler			5	5000	blac	blac		invbuc				ac		15	30	block		10	20	block2		15	15	lifesteal		3	4	swing1		10	10	dmg%		25	25																									0
Skein of Deceit	100	1		2		14	11	sml	small shield			5	5000	cred	cred		invsml				ac		25	35	block		15	20	block2		20	20	skill	36	1	3	skill	38	1	3	skill	39	1	3	mana		25	25																					0
Lepertouch	100	1		2		18	16	lrg	large shield			5	5000	cgrn	cgrn		invlrg				ac%		100	125	block		15	25	block2		20	20	res-pois-len		50	50	res-pois		75	75	dmg-pois	100	100	100	oskill	poison dagger	1	1																					0
Cacophony	100	1		2		27	24	bsh	bone shield			5	5000	dyel	dyel		invbsh				ac%		100	125	block		20	25	block2		20	20	gethit-skill	77	20	2	howl		35	35	res-all		10	15	sock		1	2																					0
Debtfinisher	100	1		2		22	18	spk	spiked shield			5	5000	lpur	lpur		invspk				ac%		110	135	block		20	30	block2		25	25	oskill	zeal	1	5	pal		1	1	skill	96	1	3	skill	104	1	3	ac		30	40																	0
Killhunger	100	1		2		26	21	kit	kite shield			5	5000	dred	dred		invkit				ac%		115	140	block		25	30	block2		30	30	lifesteal		3	5	heal-kill		6	6	nec		1	1	skill	69	1	3	skill	80	1	3																	0
Knight's Dawn	100	1		2		27	24	tow	tower shield			5	5000	whit	whit		invtow				ac%		120	150	block		25	35	block2		30	30	bar		1	1	oskill	holy shield	1	1	oskill	vengeance	1	3	oskill	concentration	1	2	sock		2	3																	0
Shield of Osirus	100	1		2		33	29	gts	gothic shield			5	5000	oran	oran		invgts				ac%		125	150	block		30	40	block3		40	40	allskills		1	1	res-all		25	25	balance2		30	30	aura	109	6	6	regen-mana		35	35	regen		2	5													0
Mongolian Trust	100	1		2		38	34	xuc	defender			5	5000	blac	blac		invbuc				ac%		80	130	ass		1	1	skill-rand	2	251	280	skill-rand	2	251	280	block		15	30	lifesteal		3	5	stupidity		1	1	reduce-ac		10	10																	0
Undead Buckler	100	1		2		42	37	xml	round shield			5	5000	dgry	dgry		invsml				ac%		80	130	dru		1	1	skill-rand	2	221	250	skill-rand	2	221	250	block		15	30	oskill	skeleton mastery	5	5	oskill	revive	1	1	dmg-to-mana		10	10																	0
Spellbreaker	100	1		2		45	41	xrg	scutum			5	5000	lred	lred		invlrg				ac%		80	130	sor		1	1	skill-rand	2	36	65	skill-rand	2	36	65	block		15	30	cast1		15	15	mana-kill		4	7	mana%		10	10																	0
Wishgranter	100	1		2		48	46	xit	dragon shield			5	5000	dgld	dgld		invkit				ac%		80	130	bar		1	1	skill-rand	2	126	155	skill-rand	2	126	155	block		15	30	dmg-max		10	15	hp%		10	10	att		200	200																	0
Maiden's Shield	100	1		2		54	51	xow	pavise			5	5000	dgrn	dgrn		invtow				ac%		80	130	ama		1	1	skill-rand	2	6	35	skill-rand	2	6	35	block		15	30	oskill	spear mastery	1	1	red-dmg%		10	15	manasteal		5	5																	0
Crusader's Wall	100	1		2		58	56	xts	ancient shield			5	5000	dyel	dyel		invgts				ac%		80	130	pal		1	1	skill-rand	2	96	125	skill-rand	2	96	125	block		15	30	res-all		25	35	red-dmg%		10	10	block2		20	20																	0
Lichward	100	1		2		51	47	xsh	grim shield			5	5000	blac	blac		invbsh				ac%		80	130	nec		1	1	skill-rand	2	66	95	skill-rand	2	66	95	block		15	30	mana		35	35	aura	119	1	4	pierce-pois		15	15																	0
Razorbite Deflecter	100	1		2		47	43	xpk	barbed sheild			5	5000	oran	oran		invspk				ac%		80	130	allskills		1	1	openwounds		33	33	dmg-norm		5	15	dmg%		25	40	red-dmg		10	15	red-mag		10	15	block		25	45																	0
Sun Tormenter	100	1		1		57	53	uuc	Heater			5	5000	dred	dred						ac/lvl	20			res-fire		50	50	abs-fire%		25	25	dmg-fire		75	200	pierce-fire		25	25	extra-fire		20	25	res-fire-max		20	20	block		20	30	block2		30	30													0
Blackoak Shield	100	1		1		64	61	uml	Luna			3	5000								dex/lvl	4			ac%		160	200	abs-cold/lvl	5			gethit-skill	72	4	5	dur		45	45	hp/lvl	10			block2		50	50	half-freeze		1	1																	0
Safewarden	100	1		1		68	65	urg	Hyperion			5	5000								ac%		100	200	red-dmg%		15	20	abs-mag%		25	25	res-all		20	30	block		75	75	block3		60	60																									0
Spike Thorn	100	1		1		73	70	upk	blade barrier			5	5000	dyel	dyel						ac%		120	150	thorns/lvl	11			dur		250	250	balance2		30	30	red-dmg%		15	20	sock		1	1																									0
Gloves																																																																					0
Goblin Touch	100	1		2		10	8	lgl	gloves			5	5000	lgrn	lgrn						ac		10	20	res-pois		15	25	dmg-demon		100	100	rep-dur	10			att		75	75	demon-heal		10	15																									0
Fiendfeast	100	1		2		17	14	vgl	heavy gloves			5	5000	blac	blac						ac		20	25	dmg-demon		50	50	dmg-undead		50	50	manasteal		4	6	mag%		15	15	gold%		25	25	red-dmg%		5	10																					0
Green God's Bracers	100	1		2		23	20	mgl	bracers			5	5000	dgrn	dgrn						ac%		100	115	swing1		15	15	skilltab	1	1	3	dmg-ltng		1	35	res-all		10	20	hp		25	35																									0
Skein of Pain	100	1		2		32	27	tgl	light gauntlets			5	5000								ac%		120	140	dmg-norm		3	12	swing1		10	10	mana		20	20	res-fire		15	25	res-ltng		20	40	skilltab	13	1	3																					0
Firesign	100	1		2		36	31	hgl	gauntlets			5	5000	dred	dred						ac%		125	150	dmg-fire		20	35	res-fire		35	45	res-fire-max		5	5	abs-fire%		5	5	half-freeze		1	1	light		2	4	fireskills		1	1																	0
Marauder's Claw	100	1		2		38	34	xlg	demonhide gloves			5	5000	dgry	dgry						ac%		100	125	dmg-min		6	10	reduce-ac		5	5	crush		5	5	gold%		100	100	res-cold		20	30	res-fire		20	30																					0
Conspiracy of Thieves	100	1		2		42	39	xvg	sharkskin gloves			5	5000	lred	lred						ac%		125	160	dex		25	25	mag%		20	30	abs-fire		10	15	abs-cold		10	15	abs-ltng		10	15	ac		20	40																					0
Rapturous Blessings	100	1		2		48	44	xmg	heavy bracers			5	5000	whit	whit						ac		75	125	oskill	salvation	1	1	cast1		10	10	res-all-max		5	5	res-all		10	15	enr		15	15	vit		15	15																					0
Gryphon's Claw	100	1		2		54	50	xtg	battle gauntlets			5	5000	dyel	dyel						ac%		130	160	dmg-max		6	10	swing1		10	10	skilltab	15	1	3	heal-kill		5	5	res-pois		25	25	res-cold		20	30																					0
Threat of Retribution	100	1		2		58	55	xhg	war gauntlets			5	5000	lgrn	lgrn						ac/lvl	16			ac%		50	75	charged	8	77	10	gethit-skill	42	3	1	hit-skill	39	3	10	balance1		15	15	move1		15	15																					0
Griefspawn	100	1		1		62	57	ulg	Bramble Mitts			5	5000								ac%		75	100	dmg-norm		10	20	swing3		40	40	rip		1	1	hp%		10	10																													0
Hellhunger	100	1		1		83	78	utg	Crusader Gauntlets			5	5000								ac		75	125	allskills		1	1	oskill	lower resist	1	5	cast1		10	10	mag%		20	25																													0
Boots																																																																					0
Marathon Slipper	100	1		2		9	7	lbt	leather boots			5	5000	oran	oran						ac		15	25	move2		25	25	balance2		20	20	dex		15	15	res-ltng		20	30	gold%		35	35																									0
Angel's Tread	100	1		2		15	13	vbt	heavy boots			5	5000								ac		25	35	skilltab	11	1	3	skill	99	1	3	balance2		25	25	res-all		15	20	mag%		15	25	res-fire		25	35																					0
Bonemesh	100	1		2		22	19	mbt	chain boots			5	5000	lgry	lgry						ac%		100	125	skilltab	8	1	2	oskill	skeleton mastery	5	5	oskill	raise skeleton	1	1	dmg-undead		75	75	regen		3	3																									0
Lilith's Heels	100	1		2		29	26	tbt	light plate boots			5	5000	cred	cred						ac%		115	140	dmg-to-mana		5	10	skill	54	1	2	skill	37	1	1	mana		25	25	move2		20	20	res-cold		25	40																					0
Grimleaper	100	1		2		32	30	hbt	plate boots			5	5000	dyel	dyel						ac%		125	150	dmg%		20	30	skill	143	1	2	heal-kill		2	3	aura	prayer	1	6	gethit-skill	68	5	8	res-pois		25	35	hp%		5	5																	0
Deepwander	100	1		2		37	35	xlb	demonhide boots			5	5000	dgry	dgry						ac		50	80	move2		25	25	stam		50	50	light		1	7	nofreeze		1	1	hp		25	25	mana		25	25																					0
Road to Perdition	100	1		2		42	38	xvb	sharkskin boots			5	5000	lgry	lgry						ac%		120	160	move		15	15	balance2		25	25	dex		20	20	rep-dur	8			addxp		4	7	charged	96	250	20																					0
Zebrastride	100	1		2		47	43	xmb	mesh boots			5	5000	lyel	lyel						ac%		125	165	move3		40	40	dex/lvl	5			crush		10	10	kick		5	10	res-all		15	15	regen-mana		25	25																					0
Zero Effect	100	1		2		53	50	xtb	battle boots			5	5000	oran	oran						ac%		130	170	red-dmg%		15	20	abs-cold%		10	15	abs-fire%		10	15	abs-ltng%		10	15	res-pois-max		50	50	nofreeze		1	1																					0
Doubtraiser	100	1		2		58	55	xhb	war boots			5	5000	dgrn	dgrn						ac/lvl	12			str		20	20	move1		15	15	addxp		-3	-3	heal-kill		12	12	res-all		25	25	kick		5	5	mag%		25	25																	0
Stallion Hooves	100	1		1		62	56	ulb	Wyrmhide Boots			5	5000								ac%		100	125	dex		35	35	balance3		40	40	move3		40	40	rep-dur	60			dmg-max		20	20	crush		15	15	deadly		20	25																	0
Lustwander	100	1		1		78	74	utb	Mirrored Boots			5	5000	oran	oran						ac		100	150	oskill	teleport	2	5	gold%		150	250	mag%		75	75	res-all		25	25	allskills		1	1																									0
Belts																																																																					0
Ivywrap	100	1		2		8	5	lbl	sash			5	5000	lyel	lyel						ac		10	20	dmg-pois	75	77	77	res-pois		35	35	res-pois-len		25	50	slow		10	10	mag%		10	15																									0
Spiritseeker	100	1		2		15	12	vbl	light belt			5	5000	whit	whit						ac		15	25	dmg-undead		50	50	addxp		3	5	cheap		5	5	mana		20	30	regen-mana		50	50																									0
Wreath of Suffering	100	1		2		25	21	mbl	belt			5	5000	dgry	dgry						ac%		100	125	dmg-max		5	15	manasteal		2	5	crush		5	10	regen		-2	-2	str		10	10	vit		10	10																					0
Pirate's Faith	100	1		2		31	28	tbl	heavy belt			5	5000	oran	oran						mag%		25	25	gold%		100	100	move2		20	20	ac%		120	145	dex		15	15	red-dmg%		5	10																									0
Leash of Cerebus	100	1		2		35	30	hbl	girdle			5	5000	lgrn	lgrn						ac%		125	150	all-stats		10	10	regen		3	3	skilltab	15	1	3	skill	227	1	3	skill	237	1	3	balance1		15	15	res-ltng		35	45																	0
Xenophobe	100	1		2		41	37	zlb	demonhide sash			5	5000	dgry	dgry						ac%		100	150	ac/lvl	6			hit-skill	77	10	3	skilltab	6	1	1	skill	77	3	3	dmg%		15	20	dmg-to-mana		5	10																					0
Wave Whipper	100	1		2		44	40	zvb	sharkskin belt			5	5000	lblu	lblu						ac%		110	160	res-cold		25	35	crush		5	10	deadly		5	10	oskill	increased stamina	1	1	move2		20	20																									0
Weakling's Whimper	100	1		2		47	43	zmb	mesh belt			5	5000	lgrn	lgrn						ac%		125	165	gethit-skill	72	20	1	charged	72	15	25	str		20	20	res-pois		10	25	res-fire		35	35																									0
Fortune's Fool	100	1		2		52	48	ztb	battle belt			5	5000	dgld	dgld						ac%		75	100	ac		50	75	gold%/lvl	16			mag%/lvl	6			enr		-5	-5	vit		-5	-5	oskill	find item	1	1																					0
Shattered Dreams	100	1		2		56	52	zhb	war belt			5	5000	blac	blac						ac%		135	175	dmg-max		5	15	stupidity		1	1	swing1		10	10	regen		5	5	deadly		10	10	oskill	mace mastery	1	1																					0
Ecstasy of Ishtar	100	1		1		76	71	utc	Troll Belt			5	5000	cblu	cblu						ac%		100	200	hp%		25	25	mana%		25	25	red-dmg		25	30	red-mag		25	30	pierce		50	50																									0
Amazon Bows																																																																					0
Bleeding Branch	100	1		2		22	18	am1	stag bow			5	5000	cred	cred		invam1				dmg%		120	160	dmg-norm		10	20	lifesteal		5	8	noheal		1	1	openwounds		57	57	bloody		1	1	sock		2	2																					0
Angelsong	100	1		5		16	12	am1	Stag Bow			5	5000				invam1				dmg%		75	110	dmg-norm		5	10	swing1		10	10	aura	defiance	1	3	pierce-fire		45	45	pierce-cold		45	45	dmg-demon		200	200																					0
Elvenbrand	100	1		2		35	32	am2	reflex bow			5	5000	cgrn	cgrn		invam2				dmg%		125	175	ama		1	1	skilltab	0	1	3	swing2		20	20	dex		20	20	ignore-ac		1	1	pierce		20	20	dmg-norm		10	20																	0
Ragnarok Sliver	100	1		5		27	24	am2	Reflex Bow			5	5000				invam2				dmg%		100	150	crush		25	25	deadly/lvl	12			dex		15	15	ease		-50	-50	ama		1	1	allskills		1	1	dmg-norm		10	25																	0
Abyssal Torment	100	1		2		44	41	am6	ashwood bow			5	5000	blac	blac		invam1				dmg%		200	250	skilltab	0	3	3	dmg/lvl	8			res-fire		35	50	extra-fire		15	15	oskill	amplify damage	1	1	rip		1	1																					0
Adamantine Leaf	100	1		5		37	33	am6	Ashwood Bow			5	5000	cgrn	cgrn		invam1				dmg%		125	190	skilltab	0	1	3	swing2		20	20	res-all		35	50	pierce		25	25	move2		25	25	magicarrow		1	1	att%		25	25	skill	32	7	7	dmg-norm		20	40									0
The Four Winds	100	1		2		53	50	am7	ceremonial bow			5	5000	oran	oran		invam2				dmg%		220	270	dmg-norm		15	30	dmg-ltng		1	200	oskill	teleport	1	1	move3		50	50	ama		1	2	skilltab	1	1	3																					0
Quicksilver	100	1		1		88	85	amc	Grand Matron Bow			5	5000	whit			invam2				dmg%		200	300	dmg/lvl	16			dmg-norm		40	100	swing3		50	50	skilltab	0	3	3	ama		2	2	addxp		10	10	res-all		15	50																	0
Amazon Javelins																																																																					0
