Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	minHP(N)	maxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	minHP(H)	maxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
quillbear4	316	quillbear1	quillbear5	3	RazorBeast	quillbear4	QuillBear	BeastBehemoth	QuillMother	BeastBehemoth	S7	1							quillrat4			1	2	3	2	2		6	8	1	11	54	74	quillrat	quillrat	10	15	12	9	40	40	40	75	75	80	50	75	80	8	6	6	15	12	9																						1	1												1																																		100	75	50	-40	-40	-33									33	33	33	33			66	66	66	66	2				10	10	10	5	180	240	84	150	36	118	104	25	35	153				320	320	80	190	37	119	104	40	50	153				440	440	80	190	37	119	104	50	60	153				A2	fire					5	30	45		15	45	75																														Quill 4	Act 1 Champ C	Act 1 Unique C		Quill 4 (N)	Act 1 (N) Champ C	Act 1 (N) Unique C		Quill 4 (H)	Act 1 (H) Champ C	Act 1 (H) Unique C								0
quillbear5	317	quillbear1		4	GiantUrchin	quillbear5	QuillBear	BeastBehemoth	QuillMother	BeastBehemoth	S7	1							quillrat5			1	2	3	2	2		6	8	1	27	60	80	quillrat	quillrat	10	15	12	9	40	40	40	75	75	80	50	75	80	8	6	6	15	12	9																						1	1												1																																		100	75	50	-40	-40	-33							25		50	50	50	50	25		75	75	75	75	3				18	18	18	5	260	260	84	150	60	120	105	50	60	154				340	340	80	190	60	120	105	50	60	154				460	460	80	190	60	120	105	60	80	154				A2	ltng					5	5	75		15	5	120																														Quill 5	Act 3 Champ B	Act 3 Unique B		Quill 5 (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		Quill 5 (H)	Act 3 (H) Champ A	Act 3 (H) Unique A								0
snake	318	snake		0	Dummy	snake			Idle		CO	1													1	1		2	2	1							15	15	15	40	40	40																																	1		1				1								1	1																																																									2																																																																																																											0
parrot	319	parrot		0	Dummy	parrot			Idle		PR	1													1	1		5	5	1							15	15	15	40	40	40																																	1		1				1				1				1	1																																																									2																																																																																																											0
fish	320	fish		0	Dummy	fish			Idle		FJ	1													1	1		5	5	1							15	15	15	40	40	40																																	1	1	1				1								1	1																																																									2																																																																																																											0
evilhole1	321	evilhole1	evilhole2	0	Dummy	evilhole1			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	1	34	67	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																									-40	-33	-25																			2																																																																																																											0
evilhole2	322	evilhole1	evilhole3	1	Dummy	evilhole2			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	4	37	70	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																									-40	-33	-25																			2																																																																																																											0
evilhole3	323	evilhole1	evilhole4	2	Dummy	evilhole3			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	7	40	73	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																									-40	-33	-25																			2																																																																																																											0
evilhole4	324	evilhole1	evilhole5	3	Dummy	evilhole4			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	9	42	75	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																									-40	-33	-25																			2																																																																																																											0
evilhole5	325	evilhole1		4	Dummy	evilhole5			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	22	55	83	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																									-40	-33	-25																			2																																																																																																											0
trap-firebolt	326	trap-firebolt		0	a trap	trap-firebolt			Trap-Missile		9A	1													1	1		0	0	1							15	15	15	40	40	40	25	30	32	1	1	1	15	15	15																trapfirebolt																										1	1																																																					2																																																																																																											0
trap-horzmissile	327	trap-horzmissile		0	a trap	trap-horzmissile			Trap-RightArrow		9A	1													1	1		0	0	1	1	34	67	sk_archer	sk_archer		15	15	15	40	40	40	5	5	5	15	15	15	30	23	18	200	200	200													trap spike right		trap poison ball right	trap cursed skull right																							1	1					PoisonBallTrap	S1	1	CursedBallTrapRight	S1	1																																											2												51	151	3001											51	151	3001											51	151	3001							S1	pois	100	33	33	150	100	33	33	150	100	33	33	150																																															0
trap-vertmissile	328	trap-vertmissile		0	a trap	trap-vertmissile			Trap-LeftArrow		9A	1													1	1		0	0	1	1	34	67	sk_archer	sk_archer		15	15	15	40	40	40	5	5	5	15	15	15	30	23	18	200	200	200													trap spike left		trap poison ball left	trap cursed skull left																							1	1					PoisonBallTrap	S1	1	CursedBallTrapLeft	S1	1																																											2												51	151	3001											51	151	3001											51	151	3001							S1	pois	100	33	33	150	100	33	33	150	100	33	33	150																																															0
trap-poisoncloud	329	trap-poisoncloud	arrowdropper	0	a trap	trap-poisoncloud			Trap-Poison		9A	1													1	1		0	0	1							15	15	15	40	40	40	20	20	20	1	1	1	15	15	15																trappoisonjavcloud																										1	1					PrimePoisonNova	A1	1																																														2																																																																																																											0
trap-lightning	330	trap-lightning		0	a trap	trap-lightning			Trap-Missile		9A	1													1	1		0	0	1							15	15	15	40	40	40	25	30	32	1	1	1	15	15	15																chainlightning																										1	1																																																					2																																																																																																											0
act2guard2	331	act2guard2		0	Kaelan	act2guard2			JarJar		GU	1													1	1		6	6	0				act3hire	act3hire	11	15	15	15	40	40	40																																	1	1	1	1	1		1								1	1																																	100	100	100	-50	-50	-50																			2																																																																																																											0
invisospawner	332	invisospawner		0	Dummy	invisospawner			InvisoSpawner		K9	1													1	1		0	0	0							15	15	15	40	40	40	4	4	4	5	5	5	125	125	125																									1	1																1																																																						2																																																																																																											0
diabloclone	333	diablo		0	DiabloSoul	diablo		DemonDeity	Diablo	DemonDeity	DI	1													1	1		14	16	0	60	80	100	diablo	diablo	14	10	8	6	40	40	40																																												1	1		1										DiabLight	SC	40	MonFrozenOrb	S2	40	DiabFire	S1	40	DiabWall	S3	40	DiabRun	seq_diablorun	40	Meteor	S3	25	Meteor	S3	25	Diablogeddon	S3	40																			88	66	106	106	106	106	0			1	60	60	60	5	15000	15000	125	30000	500	600	1000							30000	30000	140	30000	500	600	1000							32000	32000	200	50000	600	800	2000							A1	cold	100	33	66	150	100	33	66	175	100	66	99	300																																					Baal	Baal (N)	Baal (H)	Baal (H)				1			0
suckernest1	334	suckernest1	suckernest2	0	SuckerNest	suckernest1			MosquitoNest		DH				mosquito1	-2	-2	NU							1	1		0	0	1							15	15	15	40	40	40	18	19	21	25	26	27	200	180	175																									1	1												1										Nest	seq_mosquitonest	1																																														2								500	550	84	196										550	550	65	350										550	550	65	350																																																				Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
suckernest2	335	suckernest1	suckernest3	1	FeederNest	suckernest2			MosquitoNest		DH				mosquito2	-2	-2	NU							1	1		0	0	1							15	15	15	40	40	40	19	20	22	25	26	27	200	180	175																									1	1												1										Nest	seq_mosquitonest	1																																														2								500	550	84	196										550	550	65	350										550	550	65	350																																																				Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
suckernest3	336	suckernest1	suckernest4	2	BloodHookNest	suckernest3			MosquitoNest		DH				mosquito3	-2	-2	NU							1	1		0	0	1							15	15	15	40	40	40	20	21	23	25	26	27	200	180	175																									1	1												1										Nest	seq_mosquitonest	1																																														2								500	550	84	196										550	550	65	350										550	550	65	350																																																				Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 1 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 1 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
suckernest4	337	suckernest1		3	BloodWingNest	suckernest4			MosquitoNest		DH				mosquito4	-2	-2	NU							1	1		0	0	1							15	15	15	40	40	40	21	22	24	25	26	27	200	180	175																									1	1												1										Nest	seq_mosquitonest	1																																														2								500	550	85	201										550	550	65	350										550	550	65	350																																																				Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 1 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 1 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
act2hire	338	act2hire		0	Guard	act2hire		Human	Hireable	Human	GU	1													1	1		8	14	0	1	34	67	act2hire	act2hire	11	3	3	3	40	40	40	1	1	1																														1		1				1								1	1									Jab	seq_act2guardjab	1																						100	100	100	-50	-50	-50																			5																																																																																																											0
minispider	339	minispider		0	Dummy	minispider			Idle		LS	1													1	1		1	2	1				spider	spider		15	15	15	40	40	40																																			1				1								1	1																																																									2																																																																																																											0
boneprison1	340	boneprison1		0	BoneCage	boneprison1	diabprison	UndeadConstruct	Idle	Construct	67	1													1	1		0	0	0	30	60	80	boneprison	boneprison	3	15	15	15	40	40	40																																			1						1						1	1	1		1																																	-40	-33	-25		20	20	20	20	40		60	60	60	60	80		80	80	80	80	99	0								400	400	10											600	600	35											800	800	35																																																																							0
boneprison2	341	boneprison2		0	BoneCage	boneprison2	diabprison	UndeadConstruct	Idle	Construct	66	1													1	1		0	0	0	30	60	80	boneprison	boneprison	3	15	15	15	40	40	40																																			1						1						1	1	1		1																																	-40	-33	-25		20	20	20	20	40		60	60	60	60	80		80	80	80	80	99	0								400	400	10											600	600	35											800	800	35																																																																							0
boneprison3	342	boneprison3		0	BoneCage	boneprison3	diabprison	UndeadConstruct	Idle	Construct	69	1													1	1		0	0	0	30	60	80	boneprison	boneprison	3	15	15	15	40	40	40																																			1						1						1	1	1		1																																	-40	-33	-25		20	20	20	20	40		60	60	60	60	80		80	80	80	80	99	0								400	400	10											600	600	35											800	800	35																																																																							0
boneprison4	343	boneprison4		0	BoneCage	boneprison4	diabprison	UndeadConstruct	Idle	Construct	68	1													1	1		0	0	0	30	60	80	boneprison	boneprison	3	15	15	15	40	40	40																																			1						1						1	1	1		1																																	-40	-33	-25		20	20	20	20	40		60	60	60	60	80		80	80	80	80	99	0								400	400	10											600	600	35											800	800	35																																																																							0
bonewall	344	bonewall	bonebarrier	0	Dummy	bonewall	bonewall	UndeadConstruct	BoneWall	UndeadConstruct	BW	1													1	1		0	0	0	7	40	73	bonewall	bonewall	6	15	15	15	40	40	40																																	1		1												1	1	1		1						Bone Wall	NU	0																																														0		1						80	80	35											80	80	35											80	80	35																																																																							0
councilmember1	345	councilmember1	councilmember2	0	Council Member	councilmember1	councilmember1	councilmember	HighPriest		HP	1													1	1		6	12	1	58	71	123	councilmember	councilmember	11	12	12	12	50	50	50	75	75	75	15	15	15	75	75	75	45	45	45	75	75	75	8	8	8	15	15	15	30	30	30			highpriestlightning							1								1		1			1	1									Hydra	S1	2	ZakarumHeal	S1	2																			100	85	66	-50	-33	-25													50		120	33	33	33	0				25	25	25	5	191	381	85	37	51	119	186			0				200	350	110	37	50	120	280			0				200	350	110	37	50	120	280			0																																														Council	Council	Council		Council (N)	Council (N)	Council (N)		Council (H)	Council (H)	Council (H)								0
councilmember2	346	councilmember1	councilmember3	1	Council Member	councilmember2	councilmember2	councilmember	HighPriest		HP	1													1	1		8	12	1	58	71	123	councilmember	councilmember	11	12	12	12	50	50	50	60	60	60	15	15	15	75	75	75	40	40	40	75	75	75	11	11	11	13	13	13	30	30	30			highpriestlightning							1								1		1			1	1									Hydra	S1	3	ZakarumHeal	S1	3																			100	85	66	-50	-33	-25													50		33	100	33	33	0				25	25	25	5	191	381	85	37	51	119	186			0				200	350	110	37	50	120	280			0				200	350	110	37	50	120	280			0																																														Council	Council	Council		Council (N)	Council (N)	Council (N)		Council (H)	Council (H)	Council (H)								0
councilmember3	347	councilmember1		2	Council Member	councilmember3	councilmember3	councilmember	HighPriest		HP	1													1	1		10	12	1	58	71	123	councilmember	councilmember	11	12	12	12	50	50	50	65	65	65	15	15	15	75	75	75	50	50	50	80	80	80	9	9	9	12	12	12	30	30	30			highpriestlightning							1								1		1			1	1									Hydra	S1	4	ZakarumHeal	S1	4																			100	85	66	-50	-33	-25													50		33	100	33	33	0				25	25	25	5	191	381	85	37	51	119	186			0				200	350	110	37	50	120	280			0				200	350	110	37	50	120	280			0																																														Council	Council	Council		Council (N)	Council (N)	Council (N)		Council (H)	Council (H)	Council (H)								0
turret1	348	turret1	turret2	0	Turret	turret1		Construct	DesertTurret	Construct	PB	1													1	1		0	0	1	12	54	74	turret	turret	9	15	15	15	40	40	40	10	7	3	5	6	7	120	100	80	30	30	30	5	5	5																																1	1									DesertTurret	seq_desertturret	20																									-40	-33	-25		50	95	50	85	1000		60	105	60	95	1000		60	105	60	95	1000	0								291	387	39	95										450	450	35	400										600	600	35	400																																																																						0
turret2	349	turret1	turret3	1	Turret	turret2		Construct	DesertTurret	Construct	PB	1													1	1		0	0	1	12	54	74	turret	turret	9	15	15	15	40	40	40	10	7	3	6	7	8	120	100	80	30	30	30	5	5	5																																1	1									DesertTurret	seq_desertturret	20																									-40	-33	-25		50	95	50	85	1000		60	105	60	95	1000		60	105	60	95	1000	0								291	387	39	95										450	450	35	400										600	600	35	400																																																																						0
turret3	350	turret1		2	Turret	turret3		Construct	DesertTurret	Construct	PB	1													1	1		0	0	1	12	54	74	turret	turret	9	15	15	15	40	40	40	10	7	3	7	8	9	120	100	80	30	30	30	5	5	5																																1	1									DesertTurret	seq_desertturret	20																									-40	-33	-25		50	95	50	85	1000		60	105	60	95	1000		60	105	60	95	1000	0								291	387	39	95										450	450	35	400										600	600	35	400																																																																						0
hydra1	351	hydra1		0	Hydra	hydra1			Hydra		HX	1													1	1		0	0	0				hydra	hydra		15	10	7	40	40	40																																	1														1	1			1						HydraMissile	A1	1																																														2																																																																																																											0
hydra2	352	hydra2		0	Hydra	hydra2			Hydra		21	1													1	1		0	0	0				hydra	hydra		15	10	7	40	40	40																																	1														1	1			1						HydraMissile	A1	1																																														2																																																																																																											0
hydra3	353	hydra3		0	Hydra	hydra3			Hydra		HZ	1													1	1		0	0	0				hydra	hydra		15	10	7	40	40	40																																	1														1	1			1						HydraMissile	A1	1																																														2																																																																																																											0
trap-melee	354	trap-melee		0	a trap	trap-melee		Construct	Trap-Melee	Construct	M4	1													1	1		0	0	1				skeleton	skeleton		15	15	15	40	40	40	70	70	70	15	15	15																												1													1																																																										2							5	284	379	38		75	150	180									35		75	150	180									35		75	150	180																																																																			0
seventombs	355	seventombs		0	Dummy	seventombs			7TIllusion		9A	1													1	1		0	0	0				clawviper	clawviper		15	15	15	40	40	40																									chainlightning																										1																																																						2																																																																																																											0
dopplezon	356	dopplezon		0	Dopplezon	dopplezon	summon	Construct	Idle	Construct	VK	1													1	1		9	9	0				dopplezon	dopplezon	6	15	15	15	40	40	40																																	1		1												1				1																																	-50	-50	-50									-30	-30	-30	-30			-60	-60	-60	-60	0		1					5	10	10	150											10	10	150											10	10	150																																																																							0
valkyrie	357	valkyrie		0	Valkyrie	valkyrie	summon	Human	NecroPet	Human	VK	1													1	1		12	15	0				valkyrie	valkyrie	5	6	6	6	40	40	40	85	85	85																														1		1			1	1								1				1						Fend	A1	1																												33	20					33	20					33	20					5		1					5	500	500	100		30	60	250	30	60	250				500	500	100		30	60	250	30	60	250				500	500	100		30	60	250	30	60	250																																																																0
act2guard3	358	act2guard3		0	Dummy	act2guard3			Idle		SK	1													1	1		8	8	0				mednpc	mednpc	11	15	15	15	40	40	40																									rogue1								1		1				1					1			1	1			1						Jab	seq_act2guardjab	1																						100	100	100	-50	-50	-50						70						70						70	0				17	17	17	5	577	770	84																																																																																																	0
act3hire	359	act3hire		0	Iron Wolf	act3hire	act3hire	Human	Hireable	Human	IW	1													1	1		7	11	0	1	34	67	act3hire	act3hire	11	3	3	3	40	40	40																																	1					1	1					1			1	1																																	100	100	100	-50	-50	-50																			5																																																																																																											0
megademon1	360	megademon1	megademon2	2	Balrog	megademon1		Demon	Megademon		DM	1													3	3		12	16	1	36	64	84	megademon	megademon	10	14	11	8	40	40	40	60	70	80	45	50	55	80	85	90	70	70	70	50	50	50	70	60	50																1								1		1			1	1									MegademonInferno	S1	1																						50	40	30	-40	-33	-25							40	25	90				50	33	100				3				32	32	32	5	280	320	101	200	121	161	160							360	360	120	200	121	161	160							425	425	120	200	121	161	160																																																	Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
